id,institutionCode,collectionCode,ownerInstitutionCode,collectionID,basisOfRecord,occurrenceID,catalogNumber,otherCatalogNumbers,kingdom,phylum,class,order,family,scientificName,taxonID,scientificNameAuthorship,genus,specificEpithet,taxonRank,infraspecificEpithet,identifiedBy,dateIdentified,identificationReferences,identificationRemarks,taxonRemarks,identificationQualifier,typeStatus,recordedBy,recordNumber,eventDate,year,month,day,startDayOfYear,endDayOfYear,verbatimEventDate,occurrenceRemarks,habitat,fieldNumber,informationWithheld,dataGeneralizations,dynamicProperties,associatedTaxa,reproductiveCondition,establishmentMeans,lifeStage,sex,individualCount,samplingProtocol,samplingEffort,preparations,country,stateProvince,county,municipality,locality,locationRemarks,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertaintyInMeters,verbatimCoordinates,georeferencedBy,georeferenceProtocol,georeferenceSources,georeferenceVerificationStatus,georeferenceRemarks,minimumElevationInMeters,maximumElevationInMeters,minimumDepthInMeters,maximumDepthInMeters,verbatimDepth,verbatimElevation,disposition,language,recordEnteredBy,modified,rights,rightsHolder,accessRights,recordId,references
7719782,INABIOEC,MECN-ACR,INABIO,5461e06e-d617-40ce-9440-a07ce57b2cf5,PreserverdSpecimen,3806e49a-49c8-4005-a642-376b0b6bc1da,21,,,,,,,,,,,,,,"Carlos Alberto Ortega Ojeda | Elsa Liliana Melo Molina",2019-04-01,,,,,,"Carlos Alberto Ortega Ojeda | Elsa Liliana Melo Molina",,2019-01-24,2019,1,24,24,,2019-1-24,Acari,"Terrestre; Hojarasca",71,,,,Limón,Desconocido,Desconocido,Indeterminado,Indeterminado,9,"Embudos tipo Berlese-Tullgren modificado por 5 días, se extraen en etanol al 75 %",,"Alcohol 75 %",Ecuador,Pichincha,"San Miguel de los Bancos",Mindo,"El Eden",,-0.079583,-78.739516,WGS84,,"S 0o 4,775 - W 78o 44,971",,,,,,1526,,,,,,,Spanish,"Elsa Liliana Melo Molina","2019-05-27 00:00:00",http://creativecommons.org/licenses/by-nc/4.0/,"Gobierno del Ecuador- INABIO","Sin fines de lucro",urn:uuid:3806e49a-49c8-4005-a642-376b0b6bc1da,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=7719782
7719783,INABIOEC,MECN-ACR,INABIO,5461e06e-d617-40ce-9440-a07ce57b2cf5,PreserverdSpecimen,d460eeb5-a480-4a46-b530-1e8c6d06e031,22,,,,,,,,,,,,,,"Carlos Alberto Ortega Ojeda | Elsa Liliana Melo Molina",2019-04-01,,,,,,"Carlos Alberto Ortega Ojeda | Elsa Liliana Melo Molina",,2019-01-24,2019,1,24,24,,2019-1-24,Acari,"Terrestre; Hojarasca",73,,,,Limón,Desconocido,Desconocido,Indeterminado,Indeterminado,3,"Embudos tipo Berlese-Tullgren modificado por 5 días, se extraen en etanol al 75 %",,"Alcohol 75 %",Ecuador,Pichincha,"San Miguel de los Bancos",Mindo,"El Eden",,-0.079583,-78.739516,WGS84,,"S 0o 4,775 - W 78o 44,971",,,,,,1526,,,,,,,Spanish,"Elsa Liliana Melo Molina","2019-05-27 00:00:00",http://creativecommons.org/licenses/by-nc/4.0/,"Gobierno del Ecuador- INABIO","Sin fines de lucro",urn:uuid:d460eeb5-a480-4a46-b530-1e8c6d06e031,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=7719783
7719784,INABIOEC,MECN-ACR,INABIO,5461e06e-d617-40ce-9440-a07ce57b2cf5,PreserverdSpecimen,e654162f-de5e-4958-b841-0385ff2a7edb,23,,,,,,,,,,,,,,"Carlos Alberto Ortega Ojeda | Elsa Liliana Melo Molina",2019-04-01,,,,,,"Carlos Alberto Ortega Ojeda | Elsa Liliana Melo Molina",,2019-01-24,2019,1,24,24,,2019-1-24,Acari,"Terrestre; Suelo",74,,,,Café,Desconocido,Desconocido,Indeterminado,Indeterminado,1,"Embudos tipo Berlese-Tullgren modificado por 5 días, se extraen en etanol al 75 %",,"Alcohol 75 %",Ecuador,Pichincha,"San Miguel de los Bancos",Mindo,"El Eden",,-0.080683,-78.746166,WGS84,,"S 0o 4,841 - W 78o 44,770",,,,,,1532,,,,,,,Spanish,"Elsa Liliana Melo Molina","2019-05-27 00:00:00",http://creativecommons.org/licenses/by-nc/4.0/,"Gobierno del Ecuador- INABIO","Sin fines de lucro",urn:uuid:e654162f-de5e-4958-b841-0385ff2a7edb,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=7719784
7719785,INABIOEC,MECN-ACR,INABIO,5461e06e-d617-40ce-9440-a07ce57b2cf5,PreserverdSpecimen,23c45590-d6fb-4c81-8654-c80c6ab2184a,24,,,,,,,,,,,,,,"Carlos Alberto Ortega Ojeda | Elsa Liliana Melo Molina",2019-04-01,,,,,,"Carlos Alberto Ortega Ojeda | Elsa Liliana Melo Molina",,2019-01-24,2019,1,24,24,,2019-1-24,Acari,"Terrestre; Hojarasca",75,,,,Café,Desconocido,Desconocido,Indeterminado,Indeterminado,4,"Embudos tipo Berlese-Tullgren modificado por 5 días, se extraen en etanol al 75 %",,"Alcohol 75 %",Ecuador,Pichincha,"San Miguel de los Bancos",Mindo,"El Eden",,-0.080683,-78.746166,WGS84,,"S 0o 4,841 - W 78o 44,770",,,,,,1532,,,,,,,Spanish,"Elsa Liliana Melo Molina","2019-05-27 00:00:00",http://creativecommons.org/licenses/by-nc/4.0/,"Gobierno del Ecuador- INABIO","Sin fines de lucro",urn:uuid:23c45590-d6fb-4c81-8654-c80c6ab2184a,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=7719785
7719786,INABIOEC,MECN-ACR,INABIO,5461e06e-d617-40ce-9440-a07ce57b2cf5,PreserverdSpecimen,e4653e86-4460-43cf-9df5-4071945e8625,25,,,,,,,,,,,,,,"Carlos Alberto Ortega Ojeda | Elsa Liliana Melo Molina",2019-04-01,,,,,,"Carlos Alberto Ortega Ojeda | Elsa Liliana Melo Molina",,2018-01-24,2018,1,24,24,,2018-1-24,Acari,"Terrestre; Suelo",78,,,,Caña,Desconocido,Desconocido,Indeterminado,Indeterminado,4,"Embudos tipo Berlese-Tullgren modificado por 5 días, se extraen en etanol al 75 %",,"Alcohol 75 %",Ecuador,Pichincha,"San Miguel de los Bancos",Mindo,"El Eden",,-0.081333,-78.74605,WGS84,,"S 0o 4,840 - W 78o 44,763",,,,,,1546,,,,,,,Spanish,"Elsa Liliana Melo Molina","2019-05-27 00:00:00",http://creativecommons.org/licenses/by-nc/4.0/,"Gobierno del Ecuador- INABIO","Sin fines de lucro",urn:uuid:e4653e86-4460-43cf-9df5-4071945e8625,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=7719786
7719787,INABIOEC,MECN-ACR,INABIO,5461e06e-d617-40ce-9440-a07ce57b2cf5,PreserverdSpecimen,762d7512-7d77-415d-ba73-239d364f11b4,26,,,,,,,,,,,,,,"Carlos Alberto Ortega Ojeda | Elsa Liliana Melo Molina",2019-04-01,,,,,,"Carlos Alberto Ortega Ojeda | Elsa Liliana Melo Molina",,2019-01-24,2019,1,24,24,,2019-1-24,Acari,"Terrestre; Hojarasca",79,,,,Caña,Desconocido,Desconocido,Indeterminado,Indeterminado,4,"Embudos tipo Berlese-Tullgren modificado por 5 días, se extraen en etanol al 75 %",,"Alcohol 75 %",Ecuador,Pichincha,"San Miguel de los Bancos",Mindo,"El Eden",,-0.081333,-78.74605,WGS84,,"S 0o 4,840 - W 78o 44,763",,,,,,1546,,,,,,,Spanish,"Elsa Liliana Melo Molina","2019-05-27 00:00:00",http://creativecommons.org/licenses/by-nc/4.0/,"Gobierno del Ecuador- INABIO","Sin fines de lucro",urn:uuid:762d7512-7d77-415d-ba73-239d364f11b4,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=7719787
7719788,INABIOEC,MECN-ACR,INABIO,5461e06e-d617-40ce-9440-a07ce57b2cf5,PreserverdSpecimen,4f623ac6-a841-4b91-bb7d-4ebadc198eb2,27,,,,,,,,,,,,,,"Carlos Alberto Ortega Ojeda | Elsa Liliana Melo Molina",2019-04-01,,,,,,"Carlos Alberto Ortega Ojeda | Elsa Liliana Melo Molina",,2018-02-09,2018,2,9,40,,2018-2-9,Acari,"Terrestre; Hojarasca",83,,,,Eucalipto,Desconocido,Desconocido,Indeterminado,Indeterminado,1,"Embudos tipo Berlese-Tullgren modificado por 5 días, se extraen en etanol al 75 %",,"Alcohol 75 %",Ecuador,Pichincha,"distrito Metropolitano de Quito","San Jose de Minas",CADET,,-0.231533,-78.369216,WGS84,,"S 0o 13,892 - W 78o 22,153",,,,,,2514,,,,,,,Spanish,"Elsa Liliana Melo Molina","2019-05-27 00:00:00",http://creativecommons.org/licenses/by-nc/4.0/,"Gobierno del Ecuador- INABIO","Sin fines de lucro",urn:uuid:4f623ac6-a841-4b91-bb7d-4ebadc198eb2,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=7719788
7719789,INABIOEC,MECN-ACR,INABIO,5461e06e-d617-40ce-9440-a07ce57b2cf5,PreserverdSpecimen,dd4c1508-48e3-4754-b36b-27a7f7b253ae,28,,,,,,,,,,,,,,"Carlos Alberto Ortega Ojeda | Elsa Liliana Melo Molina",2019-04-01,,,,,,"Carlos Alberto Ortega Ojeda | Elsa Liliana Melo Molina",,2018-02-09,2018,2,9,40,,2018-2-9,Acari,"Terrestre; Hojarasca",87,,,,"ciruelo chino",Desconocido,Desconocido,Indeterminado,Indeterminado,20,"Embudos tipo Berlese-Tullgren modificado por 5 días, se extraen en etanol al 75 %",,"Alcohol 75 %",Ecuador,Pichincha,"distrito Metropolitano de Quito","San Jose de Minas",CADET,,-0.231533,-78.369916,WGS84,,"S 0o 13,869 - W 78o 22,195",,,,,,2502,,,,,,,Spanish,"Elsa Liliana Melo Molina","2019-05-27 00:00:00",http://creativecommons.org/licenses/by-nc/4.0/,"Gobierno del Ecuador- INABIO","Sin fines de lucro",urn:uuid:dd4c1508-48e3-4754-b36b-27a7f7b253ae,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=7719789
7719790,INABIOEC,MECN-ACR,INABIO,5461e06e-d617-40ce-9440-a07ce57b2cf5,PreserverdSpecimen,0c359b61-cae3-41eb-afd0-efb7c5c9f31e,29,,,,,,,,,,,,,,"Carlos Alberto Ortega Ojeda | Elsa Liliana Melo Molina",2019-04-01,,,,,,"Carlos Alberto Ortega Ojeda | Elsa Liliana Melo Molina",,2018-02-09,2018,2,9,40,,2018-2-9,Acari,"Terrestre; Hojarasca",89,,,,"ciruelo chino",Desconocido,Desconocido,Indeterminado,Indeterminado,1,"Embudos tipo Berlese-Tullgren modificado por 5 días, se extraen en etanol al 75 %",,"Alcohol 75 %",Ecuador,Pichincha,"distrito Metropolitano de Quito","San Jose de Minas",CADET,,-0.231533,-78.369916,WGS84,,"S 0o 13,869 - W 78o 22,195",,,,,,2502,,,,,,,Spanish,"Elsa Liliana Melo Molina","2019-05-27 00:00:00",http://creativecommons.org/licenses/by-nc/4.0/,"Gobierno del Ecuador- INABIO","Sin fines de lucro",urn:uuid:0c359b61-cae3-41eb-afd0-efb7c5c9f31e,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=7719790
7719791,INABIOEC,MECN-ACR,INABIO,5461e06e-d617-40ce-9440-a07ce57b2cf5,PreserverdSpecimen,3e26f1cf-2247-4bff-a70c-58dd5a2bb4cd,30,,,,,,,,,,,,,,"Carlos Alberto Ortega Ojeda | Elsa Liliana Melo Molina",2019-04-01,,,,,,"Carlos Alberto Ortega Ojeda | Elsa Liliana Melo Molina",,2018-02-09,2018,2,9,40,,2018-2-9,Acari,"Terrestre; Hojarasca",91,,,,Caraca,Desconocido,Desconocido,Indeterminado,Indeterminado,21,"Embudos tipo Berlese-Tullgren modificado por 5 días, se extraen en etanol al 75 %",,"Alcohol 75 %",Ecuador,Pichincha,"Distrito Metropolitano de Quito",Puellaro,Alchipichí,,0.039683,-78.40115,WGS84,,"N 0o 2,381 - W 78o 24,069",,,,,,2090,,,,,,,Spanish,"Elsa Liliana Melo Molina","2019-05-27 00:00:00",http://creativecommons.org/licenses/by-nc/4.0/,"Gobierno del Ecuador- INABIO","Sin fines de lucro",urn:uuid:3e26f1cf-2247-4bff-a70c-58dd5a2bb4cd,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=7719791
7719792,INABIOEC,MECN-ACR,INABIO,5461e06e-d617-40ce-9440-a07ce57b2cf5,PreserverdSpecimen,5a782177-4dcc-4423-b3f9-fd44def18581,31,,,,,,,,,,,,,,"Carlos Alberto Ortega Ojeda | Elsa Liliana Melo Molina",2019-04-01,,,,,,"Carlos Alberto Ortega Ojeda | Elsa Liliana Melo Molina",,2018-02-09,2018,2,9,40,,2018-2-9,Acari,"Terrestre; Hojarasca",95,,,,Coojo,Desconocido,Desconocido,Indeterminado,Indeterminado,62,"Embudos tipo Berlese-Tullgren modificado por 5 días, se extraen en etanol al 75 %",,"Alcohol 75 %",Ecuador,Pichincha,"Distrito Metropolitano de Quito",Puellaro,Alchipichí,,0.039683,-78.40115,WGS84,,"N 0o 2,381 - W 78o 24,069",,,,,,2090,,,,,,,Spanish,"Elsa Liliana Melo Molina","2019-05-27 00:00:00",http://creativecommons.org/licenses/by-nc/4.0/,"Gobierno del Ecuador- INABIO","Sin fines de lucro",urn:uuid:5a782177-4dcc-4423-b3f9-fd44def18581,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=7719792
7719793,INABIOEC,MECN-ACR,INABIO,5461e06e-d617-40ce-9440-a07ce57b2cf5,PreserverdSpecimen,b89d1f13-70d1-4ea3-98c0-e7ed3536a857,32,,,,,,,,,,,,,,"Carlos Alberto Ortega Ojeda | Elsa Liliana Melo Molina",2019-04-01,,,,,,"Carlos Alberto Ortega Ojeda | Elsa Liliana Melo Molina",,2018-02-09,2018,2,9,40,,2018-2-9,Acari,"Terrestre; Hojarasca",97,,,,Cordoncillo,Desconocido,Desconocido,Indeterminado,Indeterminado,31,"Embudos tipo Berlese-Tullgren modificado por 5 días, se extraen en etanol al 75 %",,"Alcohol 75 %",Ecuador,Pichincha,"Distrito Metropolitano de Quito",Puellaro,Alchipichí,,0.039683,-78.40115,WGS84,,"N 0o 2,379 - W 78o 24,067",,,,,,2096,,,,,,,Spanish,"Elsa Liliana Melo Molina","2019-05-27 00:00:00",http://creativecommons.org/licenses/by-nc/4.0/,"Gobierno del Ecuador- INABIO","Sin fines de lucro",urn:uuid:b89d1f13-70d1-4ea3-98c0-e7ed3536a857,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=7719793
7719794,INABIOEC,MECN-ACR,INABIO,5461e06e-d617-40ce-9440-a07ce57b2cf5,PreserverdSpecimen,38a92bad-84a0-434a-8058-6b82ac28a8a0,33,,,,,,,,,,,,,,"Carlos Alberto Ortega Ojeda | Elsa Liliana Melo Molina",2019-04-01,,,,,,"Carlos Alberto Ortega Ojeda | Elsa Liliana Melo Molina",,2018-02-09,2018,2,9,40,,2018-2-9,Acari,"Terrestre; Hojarasca",99,,,,Cordoncillo,Desconocido,Desconocido,Indeterminado,Indeterminado,22,"Embudos tipo Berlese-Tullgren modificado por 5 días, se extraen en etanol al 75 %",,"Alcohol 75 %",Ecuador,Pichincha,"Distrito Metropolitano de Quito",Puellaro,Alchipichí,,0.039683,-78.40115,WGS84,,"N 0o 2,379 - W 78o 24,067",,,,,,2096,,,,,,,Spanish,"Elsa Liliana Melo Molina","2019-05-27 00:00:00",http://creativecommons.org/licenses/by-nc/4.0/,"Gobierno del Ecuador- INABIO","Sin fines de lucro",urn:uuid:38a92bad-84a0-434a-8058-6b82ac28a8a0,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=7719794
7719795,INABIOEC,MECN-ACR,INABIO,5461e06e-d617-40ce-9440-a07ce57b2cf5,PreserverdSpecimen,7942e191-3618-4b8a-990c-45f422541694,34,,,,,,,,,,,,,,"Carlos Alberto Ortega Ojeda | Elsa Liliana Melo Molina",2019-04-01,,,,,,"Carlos Alberto Ortega Ojeda | Elsa Liliana Melo Molina",,2018-02-09,2018,2,9,40,,2018-2-9,Acari,"Terrestre; Suelo",116,,,,Eucalipto,Desconocido,Desconocido,Indeterminado,Indeterminado,1,"Embudos tipo Berlese-Tullgren modificado por 5 días, se extraen en etanol al 75 %",,"Alcohol 75 %",Ecuador,Pichincha,"Distrito Metropolitano de Quito",Tumbaco,CADET,,-0.231533,-78.369216,WGS84,,"S 0o 13,892 - W 78o 22,153",,,,,,2514,,,,,,,Spanish,"Elsa Liliana Melo Molina","2019-05-27 00:00:00",http://creativecommons.org/licenses/by-nc/4.0/,"Gobierno del Ecuador- INABIO","Sin fines de lucro",urn:uuid:7942e191-3618-4b8a-990c-45f422541694,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=7719795
7719796,INABIOEC,MECN-ACR,INABIO,5461e06e-d617-40ce-9440-a07ce57b2cf5,PreserverdSpecimen,0fbfb12a-218c-4cb9-b398-7834b1e90e67,35,,,,,,,,,,,,,,"Carlos Alberto Ortega Ojeda | Elsa Liliana Melo Molina",2019-04-01,,,,,,"Carlos Alberto Ortega Ojeda | Elsa Liliana Melo Molina",,2018-02-09,2018,2,9,40,,2018-2-9,Acari,"Terrestre; Hojarasca",119,,,,"ciruelo chino?",Desconocido,Desconocido,Indeterminado,Indeterminado,33,"Embudos tipo Berlese-Tullgren modificado por 5 días, se extraen en etanol al 75 %",,"Alcohol 75 %",Ecuador,Pichincha,"Distrito Metropolitano de Quito",Tumbaco,CADET,,-0.231533,-78.369916,WGS84,,"S 0o 13,869 - W 78o 22,195",,,,,,2502,,,,,,,Spanish,"Elsa Liliana Melo Molina","2019-05-27 00:00:00",http://creativecommons.org/licenses/by-nc/4.0/,"Gobierno del Ecuador- INABIO","Sin fines de lucro",urn:uuid:0fbfb12a-218c-4cb9-b398-7834b1e90e67,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=7719796
7719797,INABIOEC,MECN-ACR,INABIO,5461e06e-d617-40ce-9440-a07ce57b2cf5,PreserverdSpecimen,e5376498-57d1-407b-a0c6-c33b0b5c683d,36,,,,,,,,,,,,,,"Carlos Alberto Ortega Ojeda | Elsa Liliana Melo Molina",2019-04-01,,,,,,"Carlos Alberto Ortega Ojeda | Elsa Liliana Melo Molina",,2018-02-09,2018,2,9,40,,2018-2-9,Acari,"Terrestre; Suelo",120,,,,"ciruelo chino?",Desconocido,Desconocido,Indeterminado,Indeterminado,12,"Embudos tipo Berlese-Tullgren modificado por 5 días, se extraen en etanol al 75 %",,"Alcohol 75 %",Ecuador,Pichincha,"Distrito Metropolitano de Quito",Tumbaco,CADET,,-0.231533,-78.369916,WGS84,,"S 0o 13,869 - W 78o 22,195",,,,,,2502,,,,,,,Spanish,"Elsa Liliana Melo Molina","2019-05-27 00:00:00",http://creativecommons.org/licenses/by-nc/4.0/,"Gobierno del Ecuador- INABIO","Sin fines de lucro",urn:uuid:e5376498-57d1-407b-a0c6-c33b0b5c683d,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=7719797
7719798,INABIOEC,MECN-ACR,INABIO,5461e06e-d617-40ce-9440-a07ce57b2cf5,PreserverdSpecimen,29b0cd88-ccc1-491d-b0df-0af05b386a1c,37,,,,,,,,,,,,,,"Carlos Alberto Ortega Ojeda | Elsa Liliana Melo Molina",2019-04-01,,,,,,"Carlos Alberto Ortega Ojeda | Elsa Liliana Melo Molina",,2018-01-24,2018,1,24,24,,2018-1-24,Acari,"Terrestre; Suelo",130,,,,Banano,Desconocido,Desconocido,Indeterminado,Indeterminado,16,"Embudos tipo Berlese-Tullgren modificado por 5 días, se extraen en etanol al 75 %",,"Alcohol 75 %",Ecuador,Pichincha,"San Miguel de los Bancos",Mindo,"El Eden",,-0.080683,-78.746166,WGS84,,"S 0o 4,849 - W 78o 44,770",,,,,,1547,,,,,,,Spanish,"Elsa Liliana Melo Molina","2019-05-27 00:00:00",http://creativecommons.org/licenses/by-nc/4.0/,"Gobierno del Ecuador- INABIO","Sin fines de lucro",urn:uuid:29b0cd88-ccc1-491d-b0df-0af05b386a1c,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=7719798
7719799,INABIOEC,MECN-ACR,INABIO,5461e06e-d617-40ce-9440-a07ce57b2cf5,PreserverdSpecimen,ab7cb2a3-449a-4fae-9295-d9c9c34c29cd,38,,,,,,,,,,,,,,"Carlos Alberto Ortega Ojeda | Elsa Liliana Melo Molina",2019-04-01,,,,,,"Carlos Alberto Ortega Ojeda | Elsa Liliana Melo Molina",,2018-01-24,2018,1,24,24,,2018-1-24,Acari,"Terrestre; Hojarasca",133,,,,"Medicago sativa",Desconocido,Desconocido,Indeterminado,Indeterminado,1,"Embudos tipo Berlese-Tullgren modificado por 5 días, se extraen en etanol al 75 %",,"Alcohol 75 %",Ecuador,Pichincha,"San Miguel de los Bancos",Mindo,"El Eden",,-0.080683,-78.746166,WGS84,,"S 0o 4,849 - W 78o 44,770",,,,,,1547,,,,,,,Spanish,"Elsa Liliana Melo Molina","2019-05-27 00:00:00",http://creativecommons.org/licenses/by-nc/4.0/,"Gobierno del Ecuador- INABIO","Sin fines de lucro",urn:uuid:ab7cb2a3-449a-4fae-9295-d9c9c34c29cd,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=7719799
7719800,INABIOEC,MECN-ACR,INABIO,5461e06e-d617-40ce-9440-a07ce57b2cf5,PreserverdSpecimen,bc6694f7-fdf5-4462-b6ec-e61f1c63d69b,39,,,,,,,,,,,,,,"Carlos Alberto Ortega Ojeda | Elsa Liliana Melo Molina",2019-04-01,,,,,,"Carlos Alberto Ortega Ojeda | Elsa Liliana Melo Molina",,2018-01-24,2018,1,24,24,,2018-1-24,Acari,"Terrestre; Suelo",140,,,,Chocho,Desconocido,Desconocido,Indeterminado,Indeterminado,1,"Embudos tipo Berlese-Tullgren modificado por 5 días, se extraen en etanol al 75 %",,"Alcohol 75 %",Ecuador,Pichincha,"San Miguel de los Bancos",Mindo,"El Eden",,-0.080683,-78.746166,WGS84,,"S 0o 4,849 - W 78o 44,770",,,,,,1547,,,,,,,Spanish,"Elsa Liliana Melo Molina","2019-05-27 00:00:00",http://creativecommons.org/licenses/by-nc/4.0/,"Gobierno del Ecuador- INABIO","Sin fines de lucro",urn:uuid:bc6694f7-fdf5-4462-b6ec-e61f1c63d69b,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=7719800
7719801,INABIOEC,MECN-ACR,INABIO,5461e06e-d617-40ce-9440-a07ce57b2cf5,PreserverdSpecimen,0e03e353-b9a7-469a-8712-0577a0961746,40,,,,,,,,,,,,,,"Carlos Alberto Ortega Ojeda | Elsa Liliana Melo Molina",2019-04-01,,,,,,"Carlos Alberto Ortega Ojeda | Elsa Liliana Melo Molina",,2018-02-09,2018,2,9,40,,2018-2-9,Acari,"Terrestre; Hojarasca",161,,,,Lechero,Desconocido,Desconocido,Indeterminado,Indeterminado,10,"Embudos tipo Berlese-Tullgren modificado por 5 días, se extraen en etanol al 75 %",,"Alcohol 75 %",Ecuador,Pichincha,"Distrito Metropolitano de Quito",,CADET,,-0.231483,-78.3694,WGS84,,"S 0o 13,889 - W 78o 22,164",,,,,,2510,,,,,,,Spanish,"Elsa Liliana Melo Molina","2019-05-27 00:00:00",http://creativecommons.org/licenses/by-nc/4.0/,"Gobierno del Ecuador- INABIO","Sin fines de lucro",urn:uuid:0e03e353-b9a7-469a-8712-0577a0961746,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=7719801
7719802,INABIOEC,MECN-ACR,INABIO,5461e06e-d617-40ce-9440-a07ce57b2cf5,PreserverdSpecimen,4cc7c745-08a5-4f11-ab13-96addbddc524,41,,,,,,,,,,,,,,"Carlos Alberto Ortega Ojeda | Elsa Liliana Melo Molina",2019-04-01,,,,,,"Carlos Alberto Ortega Ojeda | Elsa Liliana Melo Molina",,2018-02-09,2018,2,9,40,,2018-2-9,Acari,"Terrestre; Suelo",162,,,,Lechero,Desconocido,Desconocido,Indeterminado,Indeterminado,8,"Embudos tipo Berlese-Tullgren modificado por 5 días, se extraen en etanol al 75 %",,"Alcohol 75 %",Ecuador,Pichincha,"Distrito Metropolitano de Quito",,CADET,,-0.231483,-78.3694,WGS84,,"S 0o 13,889 - W 78o 22,164",,,,,,2510,,,,,,,Spanish,"Elsa Liliana Melo Molina","2019-05-27 00:00:00",http://creativecommons.org/licenses/by-nc/4.0/,"Gobierno del Ecuador- INABIO","Sin fines de lucro",urn:uuid:4cc7c745-08a5-4f11-ab13-96addbddc524,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=7719802
7719803,INABIOEC,MECN-ACR,INABIO,5461e06e-d617-40ce-9440-a07ce57b2cf5,PreserverdSpecimen,ef9fc8c5-bef6-4950-b046-573830d6c5fe,42,,,,,,,,,,,,,,"Carlos Alberto Ortega Ojeda | Elsa Liliana Melo Molina",2019-04-01,,,,,,"Carlos Alberto Ortega Ojeda | Elsa Liliana Melo Molina",,2018-02-09,2018,2,9,40,,2018-2-9,Acari,"Terrestre; Suelo",166,,,,"Cholán o chinchín",Desconocido,Desconocido,Indeterminado,Indeterminado,2,"Embudos tipo Berlese-Tullgren modificado por 5 días, se extraen en etanol al 75 %",,"Alcohol 75 %",Ecuador,Pichincha,"Distrito Metropolitano de Quito",,CADET,,-0.231666,-78.369083,WGS84,,"S 0o 13,900 - W 78o 22,145",,,,,,2505,,,,,,,Spanish,"Elsa Liliana Melo Molina","2019-05-27 00:00:00",http://creativecommons.org/licenses/by-nc/4.0/,"Gobierno del Ecuador- INABIO","Sin fines de lucro",urn:uuid:ef9fc8c5-bef6-4950-b046-573830d6c5fe,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=7719803
7719804,INABIOEC,MECN-ACR,INABIO,5461e06e-d617-40ce-9440-a07ce57b2cf5,PreserverdSpecimen,7513b510-2f2f-4265-844d-1eea87bd908d,43,,,,,,,,,,,,,,"Carlos Alberto Ortega Ojeda | Elsa Liliana Melo Molina",2019-04-01,,,,,,"Carlos Alberto Ortega Ojeda | Elsa Liliana Melo Molina",,2018-02-09,2018,2,9,40,,2018-2-9,Acari,"Terrestre; Hojarasca",167,,,,Supirrosa,Desconocido,Desconocido,Indeterminado,Indeterminado,17,"Embudos tipo Berlese-Tullgren modificado por 5 días, se extraen en etanol al 75 %",,"Alcohol 75 %",Ecuador,Pichincha,"Distrito Metropolitano de Quito",,CADET,,-0.230283,-78.369416,WGS84,,"S 0o 13,814 - W 78o 22,165",,,,,,2509,,,,,,,Spanish,"Elsa Liliana Melo Molina","2019-05-27 00:00:00",http://creativecommons.org/licenses/by-nc/4.0/,"Gobierno del Ecuador- INABIO","Sin fines de lucro",urn:uuid:7513b510-2f2f-4265-844d-1eea87bd908d,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=7719804
